time,haccel_trapz_int1,haccel_trapz_int2,haccel_peak_int3,haccel_peak_int4,vaccel_trapz_int1,vaccel_trapz_int2,vaccel_peak_int3,vaccel_peak_int4
5100,3.86657928124003e-05,2.0244188306918474e-05,0.076,0.388,2.4278903724889553e-05,3.861916325896119e-05,0.184,0.388
5110,3.773355320467252e-05,2.2068241570074748e-05,0.14400000000000002,0.40800000000000003,2.5885389929419418e-05,4.06843737491355e-05,0.184,0.36
5120,3.554065984155795e-05,2.3246505429787203e-05,0.07200000000000001,0.396,2.459803815455004e-05,4.1797276336841186e-05,0.184,0.396
5130,3.526245430987423e-05,2.3249613253664955e-05,0.076,0.4,2.5100147999010467e-05,4.207783862029293e-05,0.184,0.368
5140,3.664811034523262e-05,2.4195622383187916e-05,0.076,0.40800000000000003,2.3498342750752908e-05,4.374285363857901e-05,0.192,0.36
5150,3.433896685156642e-05,2.231364168192695e-05,0.07200000000000001,0.388,2.346056836101629e-05,4.336347876756509e-05,0.184,0.36
5160,3.7628157233664266e-05,2.248230946966851e-05,0.07200000000000001,0.396,2.3855397746748638e-05,4.02766395662283e-05,0.20400000000000001,0.36
5170,3.7080592509148235e-05,2.2549546999352105e-05,0.14400000000000002,0.396,2.3520535358786103e-05,4.213909643248998e-05,0.184,0.38
5180,3.8105961365462256e-05,2.1229265286693474e-05,0.14400000000000002,0.392,2.511017337278047e-05,3.792294480887357e-05,0.188,0.396
5190,3.974991165873853e-05,2.1272517348781713e-05,0.07200000000000001,0.40800000000000003,2.4466401767535168e-05,3.9544514330843214e-05,0.192,0.392
5200,3.559162488857526e-05,2.174604796512718e-05,0.07200000000000001,0.34800000000000003,2.4815980687107624e-05,4.238174396452683e-05,0.188,0.364
5210,3.6812824653908446e-05,2.2210018524206975e-05,0.07200000000000001,0.4,2.6312362680315184e-05,4.142093294336211e-05,0.188,0.392
5220,3.7924632498677875e-05,2.159449102357074e-05,0.14400000000000002,0.404,2.7159535416793382e-05,4.1498673505292594e-05,0.192,0.392
5230,3.47999680812739e-05,2.4017553704134596e-05,0.07200000000000001,0.40800000000000003,2.5044435487349144e-05,4.3931912044388875e-05,0.196,0.36
5240,3.57221128351456e-05,2.3693046255786763e-05,0.07200000000000001,0.4,2.527462158489479e-05,4.4375950982191664e-05,0.184,0.368
5250,3.496096308729926e-05,2.2629051926346486e-05,0.07200000000000001,0.40800000000000003,2.6343601186277628e-05,4.008351125047324e-05,0.192,0.36
5260,3.334208373912201e-05,2.2544262239544827e-05,0.076,0.396,2.3397455118052064e-05,4.219797978246817e-05,0.196,0.392
5270,4.067270855139669e-05,2.174673762772129e-05,0.07200000000000001,0.38,2.5165937038204747e-05,4.0252719598907324e-05,0.192,0.396
5280,3.937956234181779e-05,2.2498344155787948e-05,0.076,0.396,2.291508830320965e-05,3.982870339517507e-05,0.196,0.364
5290,3.806751837969671e-05,1.879934397517262e-05,0.076,0.396,2.4453290600072412e-05,3.779142836951089e-05,0.188,0.368
5300,3.7467869852266164e-05,2.2885627024908522e-05,0.07200000000000001,0.396,2.5363696618034617e-05,4.2675560517878335e-05,0.20800000000000002,0.364
5310,3.822736291555654e-05,2.2365753543180267e-05,0.07200000000000001,0.396,2.4800472095341382e-05,4.1213948561753314e-05,0.192,0.368
5320,3.8103147523958325e-05,2.2006870072922414e-05,0.14,0.396,2.4957744198933884e-05,4.017846911430378e-05,0.196,0.368
5330,3.808334348597789e-05,2.1056664749932586e-05,0.076,0.40800000000000003,2.3852292508473716e-05,4.076741618832528e-05,0.192,0.368
5340,3.4870612574421747e-05,2.3234376550738515e-05,0.076,0.4,2.2762445333456902e-05,4.413195368840825e-05,0.188,0.36
5350,3.387316532881532e-05,2.0792118498168296e-05,0.07200000000000001,0.34800000000000003,2.54496572304265e-05,4.237334433733044e-05,0.20800000000000002,0.392
5360,3.608409494483075e-05,2.0115824096380078e-05,0.07200000000000001,0.392,2.6893997265824945e-05,4.107971703063278e-05,0.20400000000000001,0.368
5370,3.5053663710328936e-05,2.166199864778619e-05,0.076,0.40800000000000003,2.5626562206507265e-05,4.0289300108731106e-05,0.20800000000000002,0.36
5380,3.6304582957347715e-05,2.1876340049690116e-05,0.07200000000000001,0.396,2.5220956438996124e-05,4.011447216530217e-05,0.22,0.388
5390,3.561219128564552e-05,2.3090994128793484e-05,0.07200000000000001,0.4,2.411988252396113e-05,4.19750861335947e-05,0.188,0.36
5400,3.5274052374701406e-05,2.1897331604474454e-05,0.076,0.4,2.5029789307424888e-05,4.15551667414584e-05,0.20800000000000002,0.36
5410,3.6215914842339814e-05,2.2183054089423195e-05,0.07200000000000001,0.392,2.563772760980063e-05,4.101019689433542e-05,0.216,0.38
5420,3.817957602499014e-05,2.246793079347133e-05,0.07200000000000001,0.396,2.436619121394804e-05,3.859198780983401e-05,0.20800000000000002,0.36
5430,3.4174422734284056e-05,2.247932423804898e-05,0.076,0.40800000000000003,2.5196921312178228e-05,4.2026417868570794e-05,0.2,0.4
5440,3.580591080363553e-05,2.312513016115286e-05,0.07200000000000001,0.41200000000000003,2.359904042158452e-05,4.200872399002371e-05,0.184,0.36
5450,3.513736951515115e-05,2.4557852552678257e-05,0.07200000000000001,0.396,2.435653922591502e-05,4.112803594307015e-05,0.184,0.364
5460,3.537367418580316e-05,1.953923959357827e-05,0.07200000000000001,0.41200000000000003,2.450510686934725e-05,4.285012941561943e-05,0.22,0.364
5470,3.360037134667011e-05,2.3053113792475176e-05,0.07200000000000001,0.356,2.4784431868383996e-05,4.2330217935903505e-05,0.188,0.36
5480,3.7366511820936505e-05,2.147908575765279e-05,0.076,0.404,2.600637392743213e-05,4.0669227611700415e-05,0.216,0.388
5490,3.6739729452831514e-05,2.275844124977116e-05,0.07200000000000001,0.392,2.530120341868103e-05,4.382887067050867e-05,0.20400000000000001,0.36
5500,3.442082852255205e-05,2.424030659318099e-05,0.076,0.392,2.5889622674553184e-05,4.441572832980349e-05,0.216,0.364
5510,3.6301833950283034e-05,2.3677487863128683e-05,0.136,0.404,2.6243905203386795e-05,4.344433584269654e-05,0.20400000000000001,0.36
5520,3.463919765236715e-05,2.1164216119595723e-05,0.07200000000000001,0.392,2.3952052278696577e-05,4.310238297548772e-05,0.184,0.392
5530,3.7063774838575755e-05,2.2417920586161716e-05,0.076,0.4,2.4982005170150545e-05,4.354820813130893e-05,0.216,0.368
5540,3.677317897216183e-05,2.2236360038872222e-05,0.07200000000000001,0.41600000000000004,2.4830401994958525e-05,4.288734886070386e-05,0.22,0.388
5550,3.712923107836761e-05,2.3595636181819363e-05,0.07200000000000001,0.4,2.4185644028431418e-05,4.259262456556503e-05,0.188,0.36
5560,3.729179602536745e-05,2.3838126342018307e-05,0.14400000000000002,0.40800000000000003,2.6264242139210502e-05,4.142131491827809e-05,0.20400000000000001,0.368
5570,3.7452043997226e-05,2.1459267421264622e-05,0.076,0.356,2.5960508937912056e-05,4.068423672800876e-05,0.184,0.364
5580,3.813543797501269e-05,2.1578142733407012e-05,0.14400000000000002,0.384,2.8200159493792754e-05,4.147835382749196e-05,0.192,0.368
5590,3.8659567101521976e-05,2.406225911608969e-05,0.14400000000000002,0.404,2.4875303708812837e-05,4.487583580052617e-05,0.20400000000000001,0.388
5600,3.342233075576741e-05,2.358523609978191e-05,0.07200000000000001,0.41200000000000003,2.4525816127958427e-05,4.53748106967832e-05,0.216,0.368
5610,3.771710777902372e-05,2.3586374599353226e-05,0.07200000000000001,0.388,2.4078883390460712e-05,4.341950041068856e-05,0.196,0.364
5620,3.608361456243325e-05,2.4524901156094365e-05,0.14400000000000002,0.396,2.4105819795750334e-05,4.441129609496476e-05,0.2,0.376
5630,3.600385083184364e-05,2.3174578654481965e-05,0.14,0.404,2.4954325822650468e-05,4.240485997567372e-05,0.216,0.36
5640,3.8161791064243966e-05,2.2441211611710858e-05,0.14400000000000002,0.4,2.213656362609897e-05,4.378678482986907e-05,0.196,0.36
5650,3.399064441325703e-05,2.499230576430059e-05,0.076,0.41200000000000003,2.4347901543903458e-05,4.336730403205918e-05,0.224,0.4
5660,3.487946095960179e-05,2.3766205780165554e-05,0.136,0.396,2.5824325979392e-05,4.396538270933817e-05,0.212,0.368
5670,3.753335384567263e-05,2.0985983872003416e-05,0.14400000000000002,0.396,2.2311972606327586e-05,4.1329902557925475e-05,0.184,0.4
5680,3.4537006908484376e-05,2.3951569646419277e-05,0.07200000000000001,0.388,2.4804423609847268e-05,4.242219659464364e-05,0.188,0.36
5690,3.586019446276749e-05,2.436739865054995e-05,0.14400000000000002,0.4,2.5132363389939988e-05,4.6047121377914347e-05,0.192,0.364
5700,3.797560176795177e-05,2.238804878063963e-05,0.076,0.392,2.343206478520347e-05,4.233194239898049e-05,0.20400000000000001,0.392
5710,3.763036614682314e-05,2.235998935152975e-05,0.07200000000000001,0.392,2.5461334761433606e-05,3.956279154349046e-05,0.188,0.40800000000000003
5720,3.658778962641567e-05,2.2064103236207256e-05,0.07200000000000001,0.392,2.569886303741683e-05,4.274685690611325e-05,0.188,0.36
5730,3.558406169733665e-05,2.3149865181205712e-05,0.07200000000000001,0.40800000000000003,2.4760647855346925e-05,4.3843950611634365e-05,0.188,0.36
5740,3.3927825960348404e-05,2.1881963583120182e-05,0.076,0.40800000000000003,2.6324988006802593e-05,4.288245414544873e-05,0.22,0.36
5750,3.605949906723529e-05,2.2560733871189747e-05,0.076,0.40800000000000003,2.6628438874535573e-05,4.380506886231567e-05,0.2,0.368
5760,3.4590835139157135e-05,2.262225959275703e-05,0.076,0.38,2.6330987924360062e-05,4.301299789983447e-05,0.216,0.36
5770,3.642739617739022e-05,2.34910553358293e-05,0.076,0.34800000000000003,2.4422011269951797e-05,4.198645486202078e-05,0.212,0.368
5780,3.5372941811773846e-05,2.2854510618219194e-05,0.07200000000000001,0.34800000000000003,2.4401891270001255e-05,4.155410455674741e-05,0.22,0.392
5790,3.718612905589876e-05,2.3164085842638926e-05,0.07200000000000001,0.4,2.555257613228986e-05,4.264807189887758e-05,0.188,0.36
5800,3.6730622530021804e-05,2.247798393068778e-05,0.076,0.388,2.522275737496088e-05,4.230660400843717e-05,0.188,0.36
5810,3.434111444390035e-05,2.4494986825087323e-05,0.14400000000000002,0.4,2.522488433926783e-05,4.382105063747354e-05,0.20400000000000001,0.388
5820,3.4792917187985895e-05,2.2532862336013842e-05,0.07200000000000001,0.388,2.384510526478613e-05,4.03630667004319e-05,0.184,0.364
5830,3.439558345146375e-05,2.2550452504409742e-05,0.07200000000000001,0.40800000000000003,2.56590705599142e-05,4.3135573453291884e-05,0.188,0.392
5840,3.730454889944171e-05,2.2241104806437874e-05,0.14400000000000002,0.40800000000000003,2.445501798294932e-05,3.93674775645872e-05,0.188,0.376
5850,3.6136006988296315e-05,2.554003248316968e-05,0.14400000000000002,0.396,2.575115083982865e-05,4.233139484083621e-05,0.22,0.38
5860,3.399362350481608e-05,2.2996019721285634e-05,0.07200000000000001,0.34800000000000003,2.394069505598325e-05,4.1653438424161934e-05,0.188,0.36
5870,3.8150940154550476e-05,2.388785313258752e-05,0.14400000000000002,0.40800000000000003,2.5573372414015886e-05,4.280690582543457e-05,0.216,0.368
5880,3.6276051184386105e-05,2.3583494587717286e-05,0.07200000000000001,0.396,2.5449955768509407e-05,4.069038174447223e-05,0.188,0.38
5890,3.7108030233079045e-05,2.3760044396870996e-05,0.136,0.404,2.4452779537428873e-05,4.2289021019125264e-05,0.184,0.368
5900,3.5895858962648663e-05,2.3692665041028218e-05,0.076,0.40800000000000003,2.6057317350078682e-05,3.9852490870490296e-05,0.188,0.36
5910,3.373969887389308e-05,2.4727347799129024e-05,0.07200000000000001,0.40800000000000003,2.548986646026243e-05,4.363034469560816e-05,0.216,0.38
5920,3.638682390486064e-05,2.217497269779119e-05,0.07200000000000001,0.4,2.361787727752773e-05,4.174234875010017e-05,0.216,0.368
5930,3.479106489822482e-05,2.2988216892287473e-05,0.076,0.40800000000000003,2.572983537008939e-05,4.2380707878531126e-05,0.188,0.36
5940,3.40099649108009e-05,2.3801389330801984e-05,0.07200000000000001,0.40800000000000003,2.5781864803731064e-05,4.3518341021133545e-05,0.188,0.388
5950,3.7626257560699976e-05,2.223314554698667e-05,0.076,0.396,2.5833485132426406e-05,4.234495858555674e-05,0.196,0.36
5960,3.5486712104436004e-05,2.1131087869691576e-05,0.136,0.388,2.4450096337781412e-05,4.13770251281549e-05,0.22,0.38
5970,3.736588555401226e-05,2.254209071142066e-05,0.07200000000000001,0.392,2.6821000057104386e-05,4.082467047594935e-05,0.192,0.372
5980,3.680463235533778e-05,2.5863274783399654e-05,0.07200000000000001,0.41200000000000003,2.5248142135771502e-05,4.589736403733823e-05,0.192,0.36
5990,3.662336218449223e-05,2.3045648961063748e-05,0.07200000000000001,0.40800000000000003,2.6113818034958425e-05,4.283071204664008e-05,0.216,0.392
6000,3.377374463621338e-05,2.187962673479106e-05,0.076,0.41600000000000004,2.5908241372645815e-05,4.005691754071124e-05,0.188,0.376
6010,3.392546071480361e-05,2.2374981849609374e-05,0.092,0.388,2.435046319796207e-05,4.2966436801382595e-05,0.20800000000000002,0.372
6020,3.4760080804765236e-05,2.2744617857928124e-05,0.07200000000000001,0.396,2.2211977425557417e-05,4.2636142748069024e-05,0.184,0.364
6030,3.609667148793799e-05,2.3044122044491177e-05,0.14400000000000002,0.396,2.5394750001380636e-05,4.3028858506251585e-05,0.20800000000000002,0.396
6040,3.627227217648069e-05,2.3684131569747094e-05,0.07200000000000001,0.41600000000000004,2.4976128613363055e-05,4.04920475344592e-05,0.216,0.372
6050,3.6467177962761926e-05,2.2204469716015804e-05,0.076,0.40800000000000003,2.3512138005926858e-05,4.096346162221197e-05,0.188,0.36
6060,3.55897479988655e-05,2.4282522094239788e-05,0.07200000000000001,0.388,2.4384990903129504e-05,4.2015708080138993e-05,0.188,0.36
6070,3.625014071661555e-05,2.05715654102932e-05,0.07200000000000001,0.34800000000000003,2.4572829735430907e-05,4.1385033932853175e-05,0.192,0.372
6080,3.491003317794614e-05,2.476236091915478e-05,0.07200000000000001,0.4,2.4164668143824163e-05,4.446191211892634e-05,0.184,0.368
6090,3.6723728298114125e-05,2.146848538594861e-05,0.092,0.40800000000000003,2.4290722018523904e-05,4.1775793967745905e-05,0.188,0.36
6100,3.5630689874810824e-05,2.1924807282449994e-05,0.07200000000000001,0.34800000000000003,2.5606916559081967e-05,4.2933389076796426e-05,0.188,0.388
6110,3.656975917598767e-05,2.4070669296362478e-05,0.07200000000000001,0.388,2.3890818597532763e-05,4.35379585777001e-05,0.192,0.364
6120,3.5549110586279115e-05,2.3257471006147558e-05,0.07200000000000001,0.404,2.5950488684974062e-05,4.0292906331026505e-05,0.188,0.36
6130,3.344933186226652e-05,2.5022676256238093e-05,0.07200000000000001,0.4,2.6305801782559094e-05,4.139566474265254e-05,0.192,0.36
6140,3.306809529318374e-05,2.2636357058175058e-05,0.07200000000000001,0.352,2.527043756655846e-05,4.484696827852633e-05,0.212,0.388
6150,3.671120946771531e-05,2.1569154954226187e-05,0.07200000000000001,0.4,2.4831423172519927e-05,4.0747789514485826e-05,0.184,0.36
6160,3.706571646464529e-05,2.194432360795306e-05,0.14400000000000002,0.388,2.2850036696817107e-05,4.20703694384743e-05,0.192,0.36
6170,3.489245409065672e-05,2.3299966736582535e-05,0.07200000000000001,0.34800000000000003,2.5724761449532977e-05,4.461634262979048e-05,0.184,0.364
6180,3.51656379831582e-05,2.1443051396225398e-05,0.07200000000000001,0.392,2.3871570254533843e-05,3.8599970083457764e-05,0.212,0.36
6190,3.60147010627499e-05,2.172138714715281e-05,0.07200000000000001,0.404,2.4619130915685643e-05,4.0330054879255927e-05,0.192,0.36
6200,3.79093974866675e-05,2.1794120951161906e-05,0.076,0.41600000000000004,2.5119477619382207e-05,3.8044911819721334e-05,0.196,0.36
6210,3.4397938897522896e-05,2.3852576186286686e-05,0.07200000000000001,0.41600000000000004,2.5425501827238728e-05,4.1387531695456836e-05,0.20800000000000002,0.36
6220,3.593129662121074e-05,2.114018503109299e-05,0.07200000000000001,0.384,2.569249228406209e-05,4.137143159779564e-05,0.196,0.376
6230,3.334000714427881e-05,2.3200140039460498e-05,0.07200000000000001,0.392,2.5344270145742927e-05,4.361652709004259e-05,0.188,0.364
6240,3.565381048109831e-05,2.2532773060077338e-05,0.07200000000000001,0.4,2.3723886195272767e-05,4.341079529958359e-05,0.216,0.364
6250,3.553610868165434e-05,2.3408208949251243e-05,0.07200000000000001,0.396,2.5354157985225415e-05,4.142441988577594e-05,0.216,0.396
6260,3.637825117345031e-05,2.021040130201747e-05,0.07200000000000001,0.40800000000000003,2.420258938105379e-05,3.9862683633159615e-05,0.22,0.36
6270,3.555578852467112e-05,2.491583796756929e-05,0.076,0.404,2.6207507164638003e-05,4.139054537622198e-05,0.192,0.36
6280,3.6261048414457675e-05,2.1431539093517136e-05,0.14400000000000002,0.396,2.4267504006503992e-05,4.186539567873744e-05,0.192,0.364
6290,3.453628470550117e-05,2.5971778529015885e-05,0.076,0.40800000000000003,2.5138176145311867e-05,4.428741091635618e-05,0.188,0.364
6300,3.2160873914511134e-05,2.3519084136796478e-05,0.07200000000000001,0.396,2.4937222938471437e-05,4.287739036580952e-05,0.196,0.364
6310,3.646319531924357e-05,2.3429624295678764e-05,0.07200000000000001,0.404,2.520898249397931e-05,4.4669152491177944e-05,0.188,0.36
6320,3.4662164237348054e-05,2.249411755665721e-05,0.07200000000000001,0.41600000000000004,2.357784023414886e-05,4.338539431876031e-05,0.192,0.36
6330,3.3873652762935914e-05,2.4940511780401635e-05,0.07200000000000001,0.4,2.3204899563395213e-05,4.2364594758868054e-05,0.212,0.36
6340,3.600121390654566e-05,2.2213773370380386e-05,0.07200000000000001,0.34800000000000003,2.3869430179139717e-05,4.272606483353416e-05,0.216,0.364
6350,3.2459935796434384e-05,2.3938846173209592e-05,0.07200000000000001,0.4,2.5800465106693214e-05,4.487751130027229e-05,0.22,0.368
6360,3.5653321739886644e-05,2.205824278739932e-05,0.07200000000000001,0.372,2.2895680562837764e-05,4.125945583684004e-05,0.20800000000000002,0.364
6370,3.451657341078567e-05,2.402155743451713e-05,0.07200000000000001,0.40800000000000003,2.4996522799076392e-05,4.460886826678624e-05,0.192,0.36
6380,3.221572216302582e-05,2.1450836641148582e-05,0.07200000000000001,0.396,2.3993027224965906e-05,4.607933218364137e-05,0.192,0.4
6390,3.202602478718883e-05,2.392602096193363e-05,0.076,0.396,2.3687952997305018e-05,4.302046548739539e-05,0.188,0.364
6400,3.6628576066639326e-05,2.2311716524117095e-05,0.076,0.404,2.2260474107696923e-05,4.308083189799177e-05,0.188,0.368
6410,3.321507032624695e-05,2.321682919983184e-05,0.07200000000000001,0.4,2.6025303205895272e-05,4.466710159818791e-05,0.188,0.368
6420,3.64827245654403e-05,2.6516718241249365e-05,0.136,0.404,2.6323340284961188e-05,4.4212649654574815e-05,0.22,0.36
6430,3.494341047275587e-05,2.3099995566944487e-05,0.07200000000000001,0.40800000000000003,2.437735086661981e-05,4.499723208134213e-05,0.216,0.36
6440,3.500274596264079e-05,2.5439176067374965e-05,0.07200000000000001,0.4,2.2074975221551963e-05,4.490828466537079e-05,0.216,0.364
6450,3.628621647578425e-05,2.5779317070347793e-05,0.14400000000000002,0.40800000000000003,2.4314543919078483e-05,4.572561557174581e-05,0.22,0.396
6460,3.2716751565285934e-05,2.4623954900018657e-05,0.07200000000000001,0.41200000000000003,2.5389038674043443e-05,4.793011840944023e-05,0.196,0.396
6470,3.358588239045745e-05,2.2966713658259113e-05,0.076,0.396,2.392973290526635e-05,4.466044759705841e-05,0.192,0.36
6480,3.536272173820705e-05,2.4308019454894742e-05,0.07200000000000001,0.40800000000000003,2.3957240422127737e-05,4.134237103814153e-05,0.196,0.368
6490,3.440699068596067e-05,2.212278832047893e-05,0.07200000000000001,0.404,2.3310424354498364e-05,4.2132430606963656e-05,0.212,0.36
6500,3.519854437349316e-05,2.3590444138548248e-05,0.07200000000000001,0.396,2.557894138446815e-05,4.31319404637643e-05,0.196,0.36
6510,3.493253007542134e-05,2.5558196681411773e-05,0.07200000000000001,0.41600000000000004,2.4790333708175413e-05,4.48875076188618e-05,0.192,0.36
6520,3.404470894865721e-05,2.367413133117322e-05,0.076,0.40800000000000003,2.5279918909522597e-05,4.445814628013648e-05,0.212,0.36
6530,3.65501190922759e-05,2.6128960876013804e-05,0.07200000000000001,0.4,2.2751551882979447e-05,4.3835937095912644e-05,0.22,0.36
6540,3.59197193481496e-05,2.486281288241458e-05,0.076,0.404,2.5097523172527023e-05,4.360456196277335e-05,0.192,0.364
6550,3.217735215307927e-05,2.3321483773316023e-05,0.07200000000000001,0.4,2.4098552886843613e-05,4.5072862070287976e-05,0.224,0.36
6560,3.395720479550056e-05,2.3817536796062515e-05,0.07200000000000001,0.4,2.4085456970145457e-05,4.577828160144475e-05,0.20800000000000002,0.396
6570,3.3253819435194085e-05,2.529681942780426e-05,0.076,0.40800000000000003,2.369283576793474e-05,4.562652054710764e-05,0.196,0.368
6580,3.366665429758798e-05,2.5300983447331097e-05,0.076,0.40800000000000003,2.513774270199823e-05,4.5254990752563755e-05,0.192,0.36
6590,3.3186699884002645e-05,2.3238895162837488e-05,0.07200000000000001,0.396,2.5555509418316803e-05,4.244773442074089e-05,0.196,0.36
6600,3.4137525733706964e-05,2.2831641572634543e-05,0.076,0.4,2.42842237056096e-05,4.319186625656401e-05,0.196,0.38
6610,3.63203181825222e-05,2.4921428103728676e-05,0.076,0.396,2.241759172829138e-05,4.3706871350700054e-05,0.184,0.36
6620,3.542175883320677e-05,2.3222679246878753e-05,0.07200000000000001,0.4,2.5012208232194143e-05,4.357513165010972e-05,0.216,0.36
6630,3.383761535568194e-05,2.491650449595288e-05,0.07200000000000001,0.41600000000000004,2.458132899089552e-05,4.528636292770564e-05,0.2,0.36
6640,3.4091250280892056e-05,2.520816528713086e-05,0.07200000000000001,0.4,2.4217218305024925e-05,4.470567362285843e-05,0.216,0.4
6650,3.292001076166205e-05,2.598761652484699e-05,0.07200000000000001,0.4,2.360015846790698e-05,4.7294658926491785e-05,0.188,0.36
6660,3.32691987087444e-05,2.536765415308883e-05,0.07200000000000001,0.396,2.5348139093760434e-05,4.521747365859229e-05,0.192,0.36
6670,3.506823028871696e-05,2.404088139373142e-05,0.076,0.4,2.2367801626694828e-05,4.185146446382065e-05,0.20800000000000002,0.36
6680,3.457595292924948e-05,2.4529468862439547e-05,0.07200000000000001,0.4,2.5479631123250454e-05,4.122821493650846e-05,0.192,0.36
6690,3.2680564980450924e-05,2.341194873563531e-05,0.14400000000000002,0.34800000000000003,2.498696655175141e-05,4.4091450830798876e-05,0.196,0.36
6700,3.437739597941937e-05,2.4764000017511856e-05,0.07200000000000001,0.396,2.3140878855163715e-05,4.2671717142822786e-05,0.192,0.364
6710,3.6810819185645365e-05,2.5994448903957354e-05,0.07200000000000001,0.388,2.3065607429033535e-05,4.4873719196130685e-05,0.212,0.36
6720,3.279235782418912e-05,2.2418001022228862e-05,0.07200000000000001,0.392,2.3386090645675132e-05,4.325958886962667e-05,0.192,0.36
6730,3.645430434727805e-05,2.6012952526644726e-05,0.07200000000000001,0.4,2.498039815813e-05,4.384492521615229e-05,0.216,0.36
6740,3.519001082443436e-05,2.3271996976617515e-05,0.07200000000000001,0.392,2.5452836195607944e-05,4.216694873714229e-05,0.22,0.38
6750,3.283391840996855e-05,2.350547182190766e-05,0.07200000000000001,0.4,2.4634303282898864e-05,4.321994844006723e-05,0.212,0.396
6760,3.301620990908934e-05,2.4682097659616947e-05,0.076,0.4,2.391136819361703e-05,4.3950492549956616e-05,0.216,0.368
6770,3.449014272908124e-05,2.3349321009227974e-05,0.076,0.40800000000000003,2.3380821357132823e-05,4.17831328650455e-05,0.20400000000000001,0.36
6780,3.389635417168512e-05,2.481518068963886e-05,0.076,0.364,2.4526984413005347e-05,4.602626801859829e-05,0.184,0.364
6790,3.507279050156794e-05,2.502836826951676e-05,0.07200000000000001,0.4,2.3351509008108615e-05,4.59869961517438e-05,0.188,0.376
6800,3.568369419643969e-05,2.5081328014713497e-05,0.07200000000000001,0.384,2.5080637821182687e-05,4.366589577782593e-05,0.22,0.36
6810,3.314717796893892e-05,2.415159378301948e-05,0.07200000000000001,0.396,2.3963862359889973e-05,4.234179108582057e-05,0.20800000000000002,0.36
6820,3.20241949693095e-05,2.510386111406564e-05,0.076,0.40800000000000003,2.4888702963998544e-05,4.3487802312958155e-05,0.20800000000000002,0.36
6830,3.544408125268463e-05,2.5324064921959637e-05,0.07200000000000001,0.388,2.4040359885683314e-05,4.163824237882618e-05,0.20800000000000002,0.372
6840,3.33302437935569e-05,2.4423227693753324e-05,0.07200000000000001,0.4,2.4044907985242575e-05,4.078263541351799e-05,0.188,0.36
6850,3.628353239293442e-05,2.5091972596755406e-05,0.07200000000000001,0.404,2.582864180414441e-05,4.2111313062751006e-05,0.196,0.36
6860,3.4425378933013395e-05,2.3435995536449415e-05,0.07200000000000001,0.384,2.5042857725835973e-05,4.114355905765511e-05,0.188,0.36
6870,3.5718832386044416e-05,2.3755707169105113e-05,0.07200000000000001,0.4,2.448023194923073e-05,3.9839470113980726e-05,0.212,0.36
6880,3.25844985317411e-05,2.4521566784859444e-05,0.07200000000000001,0.4,2.5149805824033748e-05,4.1613307219243415e-05,0.2,0.36
6890,3.317543826907514e-05,2.486817478419167e-05,0.076,0.4,2.4405629757904696e-05,4.275779347552748e-05,0.192,0.368
6900,3.369722695614169e-05,2.2818768138725774e-05,0.076,0.40800000000000003,2.209800545367563e-05,4.3559388705460784e-05,0.188,0.36
6910,3.425164762961444e-05,2.4710896922626443e-05,0.076,0.392,2.4878978182801728e-05,4.152025586645417e-05,0.196,0.388
6920,3.379382958409111e-05,2.1966656399716603e-05,0.076,0.4,2.383192488202454e-05,4.247358260580691e-05,0.216,0.36
6930,3.594076315510353e-05,2.5648082343827018e-05,0.136,0.40800000000000003,2.380818228256159e-05,4.32119872478392e-05,0.20800000000000002,0.364
6940,3.328644334382685e-05,2.656169847604693e-05,0.07200000000000001,0.40800000000000003,2.5598294757612623e-05,4.4272536064974364e-05,0.184,0.364
6950,3.598286425895822e-05,2.5195063216384657e-05,0.076,0.356,2.348259297410038e-05,4.2871596874441484e-05,0.184,0.364
6960,3.499452795847858e-05,2.382637048499294e-05,0.07200000000000001,0.4,2.4693121067069526e-05,4.3044463868028065e-05,0.188,0.376
6970,3.4560533621324016e-05,2.398733706103658e-05,0.07200000000000001,0.404,2.341758614449789e-05,4.408216520569418e-05,0.216,0.364
6980,3.389274714421767e-05,2.540609218501189e-05,0.076,0.392,2.489112158271598e-05,4.220857318260859e-05,0.22,0.392
6990,3.3886583634325446e-05,2.411652973544686e-05,0.07200000000000001,0.34800000000000003,2.2920002297103806e-05,4.1422806232509306e-05,0.22,0.36
7000,3.6004557187332246e-05,2.2068680825902422e-05,0.076,0.384,2.3324036782306044e-05,4.114963757386718e-05,0.184,0.36
7010,3.422360293697439e-05,2.5401069398290933e-05,0.07200000000000001,0.4,2.2047113244951957e-05,4.387537487703906e-05,0.184,0.364
7020,3.440990206152696e-05,2.3944053669742932e-05,0.076,0.40800000000000003,2.5208774762434404e-05,4.1820075988443744e-05,0.196,0.364
7030,3.495196840790718e-05,2.4274031218942807e-05,0.14400000000000002,0.388,2.2445529951777902e-05,4.2139972451971275e-05,0.22,0.368
7040,3.5958854031048094e-05,2.426033648735248e-05,0.076,0.40800000000000003,2.364880335573559e-05,4.431429341957405e-05,0.192,0.36
7050,3.551478145697919e-05,2.4178427690362527e-05,0.07200000000000001,0.41600000000000004,2.2933103183470983e-05,4.062498798200861e-05,0.184,0.388
